customer_id,rep_id,order_date,product_line,amount,gross_margin_pct,is_self_pay
C1007,R110,2025-12-06,個人護理,32570.0,0.334,0
C1007,R110,2026-01-15,營養補充品,36140.0,0.225,1
C1007,R110,2026-03-21,OTC,36340.0,0.281,1
C1007,R110,2026-04-28,醫療器材,11517.0,0.325,1
C1007,R110,2026-07-11,營養補充品,23672.0,0.449,1
C1008,R115,2025-05-21,處方藥,11809.0,0.429,0
C1008,R115,2025-07-08,營養補充品,8142.0,0.21,0
C1008,R115,2025-12-15,個人護理,15479.0,0.297,0
C1008,R115,2026-03-27,處方藥,12216.0,0.438,1
C1008,R115,2026-04-24,個人護理,13554.0,0.202,0
C1008,R115,2026-05-06,處方藥,12288.0,0.372,1
C1009,R104,2025-03-19,處方藥,24502.0,0.415,0
C1009,R104,2025-04-14,醫療器材,21601.0,0.408,1
C1009,R104,2025-05-11,OTC,20514.0,0.338,0
C1009,R104,2025-09-03,個人護理,25900.0,0.208,1
C1009,R104,2026-02-17,處方藥,14670.0,0.33,0
C1009,R104,2026-04-28,醫療器材,19235.0,0.25,0
C1009,R104,2026-06-29,OTC,21720.0,0.224,0
C1010,R105,2025-03-04,醫療器材,56775.0,0.188,0
C1010,R105,2025-04-09,OTC,65889.0,0.363,1
C1010,R105,2025-06-19,個人護理,65243.0,0.276,1
C1010,R105,2025-08-08,處方藥,34952.0,0.28,1
C1010,R105,2025-09-25,醫療器材,46636.0,0.418,0
C1010,R105,2025-10-17,OTC,42570.0,0.155,1
C1010,R105,2025-11-25,處方藥,37763.0,0.187,0
C1010,R105,2026-01-28,OTC,67989.0,0.39,0
C1010,R105,2026-02-20,醫療器材,38931.0,0.419,0
C1010,R105,2026-04-14,個人護理,0.0,0.258,0
C1010,R105,2026-05-23,個人護理,23460.0,0.367,1
C1011,R105,2025-02-21,營養補充品,3943.0,0.172,0
C1011,R105,2025-03-20,營養補充品,5771.0,0.404,0
C1011,R105,2025-08-22,個人護理,4138.0,0.289,0
C1011,R105,2026-02-06,處方藥,4358.0,0.332,1
C1011,R105,2026-07-15,營養補充品,3439.0,0.414,0
C1012,R102,2025-02-10,營養補充品,20442.0,0.232,1
C1012,R102,2025-05-27,營養補充品,17642.0,0.401,0
C1012,R102,2025-06-17,個人護理,11956.0,0.254,0
C1012,R102,2025-07-15,個人護理,14469.0,0.154,1
C1012,R102,2025-08-29,OTC,11562.0,0.164,0
C1012,R102,2025-12-01,OTC,15853.0,0.295,1
C1012,R102,2025-12-23,醫療器材,9404.0,0.385,0
C1012,R102,2026-02-15,醫療器材,19315.0,0.187,1
C1012,R102,2026-03-18,個人護理,15041.0,0.314,0
C1012,R102,2026-04-19,營養補充品,4822.0,0.392,0
C1012,R102,2026-07-02,處方藥,11414.0,0.393,0
C1013,R102,2025-03-02,處方藥,35510.0,0.297,1
C1013,R102,2025-03-24,處方藥,47753.0,0.192,0
C1013,R102,2025-04-10,個人護理,73680.0,0.265,1
C1013,R102,2025-05-17,營養補充品,45856.0,0.152,0
C1013,R102,2025-07-12,OTC,42811.0,0.197,1
C1013,R102,2025-08-06,OTC,67217.0,0.357,0
C1013,R102,2025-09-17,醫療器材,47361.0,0.447,0
C1013,R102,2025-10-24,個人護理,52170.0,0.368,0
C1013,R102,2025-11-18,處方藥,68818.0,0.163,0
C1013,R102,2025-12-08,醫療器材,65540.0,0.269,1
C1013,R102,2026-03-10,個人護理,41150.0,0.32,1
C1013,R102,2026-04-29,醫療器材,35994.0,0.396,1
C1014,R106,2025-02-20,營養補充品,4444.0,0.402,1
C1014,R106,2025-03-09,處方藥,6661.0,0.368,1
C1014,R106,2025-06-09,處方藥,4309.0,0.358,0
C1014,R106,2025-09-19,個人護理,7563.0,0.219,0
C1014,R106,2025-12-08,個人護理,2773.0,0.364,0
C1014,R106,2026-01-25,個人護理,6106.0,0.379,0
C1014,R106,2026-04-28,醫療器材,5304.0,0.258,0
C1014,R106,2026-06-10,醫療器材,5377.0,0.362,0
C1014,R106,2026-07-20,營養補充品,5219.0,0.246,1
C1015,R117,2025-03-06,處方藥,21104.0,0.345,1
C1015,R117,2025-08-02,OTC,7495.0,0.33,0
C1015,R117,2025-09-12,OTC,20857.0,0.374,0
C1015,R117,2026-01-01,個人護理,20015.0,0.321,1
C1016,R112,2025-03-04,醫療器材,8700.0,0.162,0
C1016,R112,2025-05-14,個人護理,8520.0,0.253,0
C1016,R112,2025-06-09,OTC,6679.0,0.448,0
C1016,R112,2025-08-20,OTC,5876.0,0.373,0
C1016,R112,2026-04-15,醫療器材,4920.0,0.323,0
C1017,R105,2025-03-09,個人護理,20969.0,0.184,1
C1017,R105,2025-06-27,營養補充品,20822.0,0.303,1
C1017,R105,2025-07-30,OTC,21561.0,0.232,1
C1017,R105,2025-08-24,營養補充品,21310.0,0.21,0
C1017,R105,2025-10-28,營養補充品,27265.0,0.266,1
C1017,R105,2025-11-04,醫療器材,17265.0,0.243,0
C1017,R105,2026-03-18,醫療器材,23772.0,0.281,0
C1017,R105,2026-06-03,處方藥,25340.0,0.395,0
C1018,R112,2025-03-23,醫療器材,50003.0,0.2,0
C1018,R112,2025-04-26,OTC,70011.0,0.372,0
C1018,R112,2025-05-15,醫療器材,62700.0,0.376,0
C1018,R112,2025-06-09,OTC,81063.0,0.308,0
C1018,R112,2025-08-07,個人護理,101086.0,0.327,0
C1018,R112,2025-09-18,醫療器材,74652.0,0.305,0
C1018,R112,2025-10-19,醫療器材,72152.0,0.286,0
C1018,R112,2026-01-07,個人護理,80482.0,0.251,1
C1018,R112,2026-02-21,OTC,85196.0,0.431,0
C1018,R112,2026-06-08,處方藥,40271.0,0.215,1
C1018,R112,2026-07-18,OTC,64963.0,0.354,0
C1019,R108,2025-06-04,個人護理,2660.0,0.278,1
C1019,R108,2025-06-11,醫療器材,2152.0,0.187,0
C1019,R108,2025-08-29,OTC,3799.0,0.393,0
C1019,R108,2026-05-20,個人護理,3735.0,0.265,0
C1019,R108,2026-07-12,OTC,2773.0,0.323,0
C1020,R109,2025-08-02,處方藥,19367.0,0.306,0
C1020,R109,2025-09-05,OTC,25219.0,0.223,0
C1020,R109,2025-10-21,個人護理,21701.0,0.446,0
C1020,R109,2026-01-09,營養補充品,14021.0,0.2,0
C1020,R109,2026-04-01,處方藥,18101.0,0.216,0
C1020,R109,2026-04-27,醫療器材,19307.0,0.325,0
C1020,R109,2026-05-04,處方藥,18149.0,0.263,0
C1020,R109,2026-06-15,醫療器材,13100.0,0.448,1
C1021,R106,2025-02-23,OTC,3520.0,0.169,1
C1021,R106,2025-05-14,OTC,2810.0,0.27,1
C1021,R106,2025-06-26,個人護理,4173.0,0.189,0
C1021,R106,2026-01-08,營養補充品,2471.0,0.157,0
C1021,R106,2026-03-02,營養補充品,3964.0,0.427,1
C1021,R106,2026-04-07,營養補充品,2257.0,0.308,1
C1021,R106,2026-05-23,個人護理,3657.0,0.358,0
C1021,R106,2026-06-19,醫療器材,4870.0,0.313,1
C1022,R113,2025-04-11,營養補充品,11870.0,0.348,1
C1022,R113,2025-09-28,處方藥,18526.0,0.446,0
C1022,R113,2026-07-26,營養補充品,13900.0,0.193,0
C1023,R108,2025-09-11,處方藥,18755.0,0.258,0
C1023,R108,2025-11-29,醫療器材,17642.0,0.166,1
C1023,R108,2025-12-08,營養補充品,14875.0,0.323,0
C1023,R108,2026-04-25,醫療器材,12582.0,0.424,0
C1023,R108,2026-06-14,營養補充品,19656.0,0.257,0
C1023,R108,2026-07-02,OTC,16430.0,0.217,1
C1024,R115,2025-05-29,營養補充品,27375.0,0.448,1
C1024,R115,2025-06-25,處方藥,72983.0,0.261,0
C1024,R115,2025-08-23,OTC,59486.0,0.394,0
C1024,R115,2025-09-27,處方藥,67207.0,0.238,0
C1024,R115,2026-02-07,處方藥,58025.0,0.384,0
C1024,R115,2026-03-13,OTC,74820.0,0.438,0
C1024,R115,2026-05-01,營養補充品,60071.0,0.242,0
C1024,R115,2026-05-28,營養補充品,65355.0,0.351,1
C1024,R115,2026-06-27,醫療器材,51568.0,0.238,1
C1025,R105,2025-07-08,醫療器材,211722.0,0.214,0
C1025,R105,2025-08-11,個人護理,46849.0,0.27,0
C1025,R105,2025-10-18,醫療器材,211206.0,0.262,0
C1025,R105,2025-11-05,營養補充品,264454.0,0.407,0
C1025,R105,2026-01-17,OTC,223142.0,0.287,0
C1025,R105,2026-02-20,OTC,181339.0,0.368,0
C1025,R105,2026-03-29,處方藥,134072.0,0.21,0
C1025,R105,2026-05-08,個人護理,171222.0,0.256,0
C1026,R101,2025-04-11,醫療器材,8623.0,0.233,0
C1026,R101,2025-06-12,OTC,8260.0,0.402,0
C1026,R101,2025-07-12,OTC,9484.0,0.327,0
C1026,R101,2025-08-08,營養補充品,9697.0,0.187,0
C1026,R101,2025-09-07,營養補充品,9436.0,0.195,0
C1026,R101,2025-11-01,OTC,12573.0,0.436,1
C1026,R101,2025-12-20,個人護理,7616.0,0.404,1
C1027,R108,2025-07-11,營養補充品,55505.0,0.154,0
C1027,R108,2026-03-08,營養補充品,70452.0,0.273,0
C1027,R108,2026-04-29,個人護理,56607.0,0.431,0
C1027,R108,2026-06-14,個人護理,66463.0,0.31,1
C1028,R117,2025-02-09,醫療器材,27693.0,0.286,0
C1028,R117,2025-04-29,營養補充品,26193.0,0.188,0
C1028,R117,2025-09-14,個人護理,20495.0,0.325,1
C1028,R117,2026-05-19,個人護理,14031.0,0.312,0
C1028,R117,2026-07-12,個人護理,8433.0,0.337,0
C1029,R107,2025-02-12,營養補充品,17188.0,0.157,0
C1029,R107,2025-06-23,處方藥,18121.0,0.394,1
C1029,R107,2025-07-11,營養補充品,14918.0,0.435,0
C1029,R107,2026-03-27,營養補充品,14974.0,0.35,0
C1029,R107,2026-05-01,醫療器材,13832.0,0.368,1
C1029,R107,2026-06-13,OTC,15206.0,0.255,1
C1029,R107,2026-07-11,醫療器材,13129.0,0.361,0
C1030,R104,2025-03-10,個人護理,55564.0,0.41,1
C1030,R104,2025-06-21,醫療器材,30623.0,0.338,1
C1030,R104,2025-08-01,個人護理,49579.0,0.21,0
C1030,R104,2025-08-22,醫療器材,32101.0,0.444,1
C1030,R104,2025-10-21,營養補充品,31455.0,0.32,0
C1030,R104,2025-12-29,營養補充品,32468.0,0.354,0
C1030,R104,2026-01-11,處方藥,54597.0,0.347,0
C1030,R104,2026-02-20,醫療器材,44051.0,0.379,0
C1030,R104,2026-03-07,OTC,47684.0,0.433,1
C1030,R104,2026-06-15,個人護理,52084.0,0.234,0
C1031,R107,2025-03-13,醫療器材,62464.0,0.354,1
C1031,R107,2025-04-22,營養補充品,62583.0,0.438,0
C1031,R107,2025-08-03,個人護理,111770.0,0.227,1
C1031,R107,2025-10-12,處方藥,28890.0,0.41,1
C1031,R107,2025-12-28,營養補充品,72167.0,0.192,0
C1031,R107,2026-02-06,OTC,64634.0,0.196,0
C1031,R107,2026-05-14,醫療器材,64969.0,0.303,0
C1032,R108,2025-06-12,醫療器材,24815.0,0.297,0
C1032,R108,2025-10-27,OTC,18833.0,0.383,0
C1032,R108,2025-12-05,個人護理,16031.0,0.388,0
C1032,R108,2026-02-17,營養補充品,14811.0,0.253,0
C1032,R108,2026-03-05,OTC,17382.0,0.255,0
C1032,R108,2026-05-17,醫療器材,6385.0,0.375,0
C1033,R114,2025-09-28,個人護理,17965.0,0.445,0
C1033,R114,2025-10-24,營養補充品,15905.0,0.353,1
C1033,R114,2026-05-08,個人護理,19453.0,0.234,1
C1034,R109,2025-02-08,個人護理,17456.0,0.177,0
C1034,R109,2025-03-30,營養補充品,15154.0,0.202,0
C1034,R109,2025-04-25,OTC,15283.0,0.329,0
C1034,R109,2025-06-01,個人護理,15003.0,0.329,1
C1034,R109,2025-06-29,OTC,5053.0,0.241,0
C1034,R109,2025-09-27,處方藥,9593.0,0.161,0
C1034,R109,2025-10-27,個人護理,13914.0,0.434,1
C1034,R109,2026-02-23,OTC,12565.0,0.273,0
C1034,R109,2026-06-06,處方藥,7662.0,0.171,0
C1034,R109,2026-07-11,處方藥,5859.0,0.441,0
C1035,R102,2025-02-16,個人護理,91775.0,0.31,0
C1035,R102,2025-04-08,醫療器材,113447.0,0.153,0
C1035,R102,2025-07-14,處方藥,53179.0,0.448,0
C1035,R102,2025-10-28,營養補充品,96449.0,0.308,0
C1035,R102,2025-11-17,OTC,86490.0,0.369,0
C1035,R102,2025-12-21,個人護理,113141.0,0.405,0
C1035,R102,2026-01-09,處方藥,110641.0,0.165,0
C1035,R102,2026-03-21,個人護理,102045.0,0.187,1
C1035,R102,2026-04-25,OTC,113252.0,0.278,1
C1035,R102,2026-05-24,處方藥,53369.0,0.434,0
C1035,R102,2026-07-19,個人護理,77539.0,0.185,1
C1036,R111,2025-04-11,醫療器材,62589.0,0.362,0
C1036,R111,2025-07-27,處方藥,29523.0,0.198,0
C1036,R111,2025-09-05,處方藥,23509.0,0.29,0
C1036,R111,2025-10-07,處方藥,37208.0,0.235,1
C1036,R111,2026-01-21,個人護理,18584.0,0.332,1
C1036,R111,2026-04-17,營養補充品,30519.0,0.293,0
C1037,R101,2025-04-16,醫療器材,17603.0,0.313,0
C1037,R101,2025-06-12,個人護理,20110.0,0.442,0
C1037,R101,2025-10-15,營養補充品,29695.0,0.443,0
C1037,R101,2026-07-20,醫療器材,7248.0,0.303,1
C1038,R116,2025-02-25,處方藥,15380.0,0.439,0
C1038,R116,2025-05-28,營養補充品,11211.0,0.194,0
C1038,R116,2025-07-17,營養補充品,13985.0,0.342,0
C1038,R116,2025-08-08,處方藥,14344.0,0.186,0
C1038,R116,2025-12-05,個人護理,6274.0,0.217,0
C1038,R116,2026-01-21,醫療器材,10796.0,0.295,1
C1038,R116,2026-03-31,營養補充品,10741.0,0.302,0
C1038,R116,2026-05-03,個人護理,10643.0,0.329,0
C1038,R116,2026-07-20,處方藥,9741.0,0.157,0
C1039,R102,2025-02-21,營養補充品,15817.0,0.3,1
C1039,R102,2025-04-15,營養補充品,23543.0,0.4,1
C1039,R102,2025-11-02,處方藥,36720.0,0.242,1
C1039,R102,2025-12-02,OTC,32682.0,0.295,0
C1039,R102,2025-12-21,個人護理,16437.0,0.204,0
C1039,R102,2026-02-27,處方藥,31333.0,0.161,0
C1039,R102,2026-07-25,營養補充品,10613.0,0.305,0
C1040,R111,2025-02-18,處方藥,134922.0,0.165,0
C1040,R111,2025-03-10,醫療器材,107746.0,0.299,0
C1040,R111,2025-04-18,醫療器材,134355.0,0.197,1
C1040,R111,2025-05-08,OTC,123284.0,0.2,0
C1040,R111,2025-07-01,個人護理,134886.0,0.203,0
C1040,R111,2025-09-30,營養補充品,53261.0,0.31,0
C1040,R111,2025-10-24,OTC,92885.0,0.16,0
C1040,R111,2025-12-27,個人護理,126542.0,0.34,0
C1040,R111,2026-02-05,OTC,114723.0,0.363,0
C1040,R111,2026-05-14,OTC,41847.0,0.204,1
C1041,R100,2025-06-28,醫療器材,21048.0,0.442,0
C1041,R100,2025-07-13,OTC,19354.0,0.307,0
C1041,R100,2025-11-01,處方藥,21596.0,0.347,0
C1041,R100,2026-02-11,處方藥,13213.0,0.217,1
C1041,R100,2026-04-14,處方藥,20445.0,0.414,1
C1042,R117,2025-05-09,個人護理,92456.0,0.324,1
C1042,R117,2025-07-30,處方藥,128035.0,0.365,0
C1042,R117,2025-09-06,醫療器材,124267.0,0.161,0
C1042,R117,2025-12-25,OTC,114436.0,0.277,0
C1042,R117,2026-06-21,醫療器材,115944.0,0.323,0
C1042,R117,2026-07-18,醫療器材,102825.0,0.213,1
C1043,R107,2025-02-07,OTC,37396.0,0.201,1
C1043,R107,2025-03-21,個人護理,69294.0,0.333,1
C1043,R107,2025-06-20,個人護理,74051.0,0.387,1
C1043,R107,2025-12-01,醫療器材,51855.0,0.282,0
C1043,R107,2026-01-07,處方藥,66912.0,0.426,1
C1043,R107,2026-03-24,營養補充品,72811.0,0.197,1
C1044,R113,2025-02-20,處方藥,99919.0,0.355,0
C1044,R113,2025-04-04,營養補充品,85861.0,0.369,0
C1044,R113,2025-06-03,營養補充品,118170.0,0.299,0
C1044,R113,2025-07-05,營養補充品,84828.0,0.34,0
C1044,R113,2025-07-30,OTC,61969.0,0.219,0
C1044,R113,2025-12-05,OTC,109902.0,0.201,0
C1044,R113,2026-05-21,營養補充品,146012.0,0.225,0
C1045,R102,2025-04-29,OTC,9886.0,0.23,0
C1045,R102,2025-05-28,OTC,24532.0,0.333,0
C1045,R102,2025-06-17,營養補充品,32784.0,0.363,1
C1045,R102,2025-11-11,OTC,31629.0,0.165,0
C1045,R102,2025-12-20,處方藥,30127.0,0.22,0
C1045,R102,2026-05-12,個人護理,25582.0,0.293,1
C1046,R105,2025-03-05,營養補充品,33040.0,0.419,0
C1046,R105,2025-06-27,醫療器材,47052.0,0.185,0
C1046,R105,2025-09-21,OTC,47769.0,0.406,0
C1046,R105,2025-11-01,醫療器材,55257.0,0.223,0
C1046,R105,2026-02-04,個人護理,41794.0,0.274,0
C1046,R105,2026-07-26,營養補充品,45688.0,0.35,0
C1047,R117,2025-02-26,處方藥,141653.0,0.42,0
C1047,R117,2025-03-31,OTC,69749.0,0.409,0
C1047,R117,2025-05-14,醫療器材,134782.0,0.375,1
C1047,R117,2025-11-07,醫療器材,66908.0,0.204,1
C1047,R117,2025-12-14,個人護理,132464.0,0.345,1
C1047,R117,2026-01-04,醫療器材,53529.0,0.372,0
C1047,R117,2026-02-09,醫療器材,191222.0,0.309,0
C1047,R117,2026-03-20,個人護理,122608.0,0.313,1
C1047,R117,2026-04-12,醫療器材,102785.0,0.246,0
C1047,R117,2026-05-11,個人護理,124508.0,0.331,0
C1048,R107,2025-03-20,處方藥,21426.0,0.326,0
C1048,R107,2025-04-18,處方藥,22214.0,0.358,1
C1048,R107,2025-08-11,處方藥,21329.0,0.248,1
C1048,R107,2025-09-06,營養補充品,21892.0,0.162,1
C1048,R107,2025-10-28,營養補充品,24485.0,0.288,0
C1048,R107,2026-03-12,處方藥,17850.0,0.236,0
C1049,R102,2025-05-12,營養補充品,13894.0,0.173,0
C1049,R102,2025-08-30,醫療器材,27663.0,0.172,0
C1049,R102,2025-09-29,處方藥,27271.0,0.304,0
C1049,R102,2025-11-11,營養補充品,19955.0,0.313,0
C1049,R102,2025-12-05,個人護理,27867.0,0.419,1
C1049,R102,2026-04-03,個人護理,26642.0,0.407,0
C1049,R102,2026-06-06,處方藥,20324.0,0.358,0
C1050,R111,2025-04-06,營養補充品,33724.0,0.219,0
C1050,R111,2025-07-01,營養補充品,40985.0,0.259,0
C1050,R111,2025-08-03,OTC,57369.0,0.328,0
C1050,R111,2025-09-17,個人護理,29124.0,0.221,0
C1050,R111,2025-10-10,個人護理,24904.0,0.342,0
C1050,R111,2025-11-19,處方藥,27766.0,0.219,0
C1050,R111,2025-12-14,個人護理,32216.0,0.352,0
C1050,R111,2026-03-13,營養補充品,33763.0,0.347,1
C1050,R111,2026-04-16,營養補充品,21937.0,0.152,1
C1050,R111,2026-07-23,個人護理,13425.0,0.309,0
C1051,R109,2025-03-03,醫療器材,84922.0,0.243,0
C1051,R109,2025-06-16,醫療器材,126133.0,0.345,1
C1051,R109,2025-07-17,處方藥,180803.0,0.163,0
C1051,R109,2025-11-19,醫療器材,87275.0,0.427,0
C1051,R109,2026-03-17,OTC,156794.0,0.234,0
C1051,R109,2026-05-08,OTC,82047.0,0.339,1
C1051,R109,2026-06-23,個人護理,130184.0,0.226,1
C1051,R109,2026-07-09,OTC,144488.0,0.416,0
C1052,R108,2025-05-05,醫療器材,11530.0,0.426,1
C1052,R108,2025-05-31,個人護理,12178.0,0.335,0
C1052,R108,2025-06-12,營養補充品,12231.0,0.221,0
C1052,R108,2026-05-19,OTC,12459.0,0.257,0
C1053,R111,2025-02-27,個人護理,13135.0,0.26,1
C1053,R111,2025-04-19,處方藥,19867.0,0.266,1
C1053,R111,2025-05-08,個人護理,10170.0,0.279,0
C1053,R111,2025-09-03,營養補充品,14761.0,0.396,1
C1053,R111,2025-09-30,處方藥,9660.0,0.294,0
C1053,R111,2026-05-11,營養補充品,6853.0,0.334,0
C1053,R111,2026-06-13,OTC,6219.0,0.393,0
C1053,R111,2026-07-05,OTC,3725.0,0.176,0
C1054,R105,2025-02-14,營養補充品,9999.0,0.377,0
C1054,R105,2025-04-01,營養補充品,8777.0,0.167,0
C1054,R105,2025-04-28,OTC,5299.0,0.305,0
C1054,R105,2025-05-25,個人護理,9398.0,0.3,0
C1054,R105,2025-07-03,OTC,10682.0,0.224,0
C1054,R105,2025-07-22,個人護理,7561.0,0.275,1
C1054,R105,2025-09-25,醫療器材,10426.0,0.244,0
C1054,R105,2025-11-05,處方藥,8484.0,0.193,0
C1054,R105,2026-04-30,個人護理,9855.0,0.358,0
C1055,R108,2025-04-18,OTC,25946.0,0.269,1
C1055,R108,2025-05-28,處方藥,18893.0,0.176,0
C1055,R108,2025-07-11,OTC,17508.0,0.427,1
C1055,R108,2025-09-02,處方藥,17038.0,0.426,0
C1055,R108,2025-11-06,OTC,17864.0,0.41,0
C1055,R108,2026-04-04,營養補充品,19940.0,0.263,1
C1055,R108,2026-05-22,處方藥,26115.0,0.388,0
C1056,R108,2025-02-27,處方藥,46738.0,0.179,1
C1056,R108,2025-05-10,營養補充品,71748.0,0.403,0
C1056,R108,2025-08-13,個人護理,71851.0,0.396,0
C1056,R108,2025-09-21,營養補充品,73981.0,0.164,0
C1056,R108,2025-10-10,醫療器材,55091.0,0.315,0
C1056,R108,2025-11-08,營養補充品,73528.0,0.204,0
C1056,R108,2026-01-14,OTC,105776.0,0.263,0
C1057,R102,2025-05-17,營養補充品,82924.0,0.317,0
C1057,R102,2025-08-24,OTC,115218.0,0.323,0
C1057,R102,2025-10-05,OTC,100101.0,0.442,1
C1057,R102,2026-02-02,OTC,154735.0,0.166,1
C1057,R102,2026-04-07,營養補充品,113515.0,0.299,1
C1057,R102,2026-06-20,營養補充品,120122.0,0.402,0
C1057,R102,2026-07-29,個人護理,126797.0,0.236,0
C1058,R107,2025-02-08,OTC,26067.0,0.386,0
C1058,R107,2025-05-31,處方藥,23675.0,0.204,0
C1058,R107,2025-08-27,營養補充品,36311.0,0.436,1
C1058,R107,2025-10-07,個人護理,14666.0,0.34,1
C1058,R107,2025-12-14,OTC,23984.0,0.284,0
C1058,R107,2026-01-11,個人護理,29081.0,0.229,0
C1058,R107,2026-03-28,營養補充品,23820.0,0.16,1
C1058,R107,2026-07-30,醫療器材,35718.0,0.228,1
C1059,R105,2025-06-17,處方藥,17752.0,0.223,1
C1059,R105,2025-08-26,營養補充品,20115.0,0.429,0
C1059,R105,2025-11-12,營養補充品,20749.0,0.158,0
C1059,R105,2026-03-18,OTC,10545.0,0.385,0
C1060,R107,2025-03-19,營養補充品,12162.0,0.407,1
C1060,R107,2025-04-11,個人護理,25489.0,0.401,0
C1060,R107,2025-12-31,處方藥,18073.0,0.303,1
C1060,R107,2026-01-03,處方藥,19731.0,0.157,1
C1060,R107,2026-02-15,個人護理,14107.0,0.448,1
C1060,R107,2026-03-10,OTC,28198.0,0.438,0
C1060,R107,2026-04-05,個人護理,17692.0,0.376,1
C1060,R107,2026-05-27,處方藥,25923.0,0.153,0
C1060,R107,2026-06-13,營養補充品,17203.0,0.311,0
C1061,R116,2025-06-13,醫療器材,13915.0,0.184,1
C1061,R116,2025-09-25,處方藥,2960.0,0.289,0
C1061,R116,2026-02-27,處方藥,7409.0,0.216,0
C1062,R108,2025-03-11,處方藥,160507.0,0.168,1
C1062,R108,2025-04-30,處方藥,99943.0,0.409,1
C1062,R108,2025-05-31,處方藥,92007.0,0.382,1
C1062,R108,2025-06-26,醫療器材,73657.0,0.173,0
C1062,R108,2025-07-15,處方藥,89034.0,0.269,1
C1062,R108,2025-08-14,醫療器材,84807.0,0.248,1
C1062,R108,2025-09-06,處方藥,126349.0,0.34,0
C1062,R108,2025-10-07,營養補充品,95556.0,0.213,0
C1062,R108,2025-11-16,OTC,125312.0,0.286,0
C1062,R108,2026-02-26,營養補充品,103115.0,0.252,1
C1062,R108,2026-06-26,營養補充品,96946.0,0.261,1
C1062,R108,2026-07-02,OTC,138581.0,0.441,0
C1063,R111,2025-03-15,處方藥,99713.0,0.337,0
C1063,R111,2025-04-22,個人護理,151029.0,0.332,1
C1063,R111,2025-05-23,醫療器材,69237.0,0.203,1
C1063,R111,2025-08-13,處方藥,141485.0,0.168,0
C1063,R111,2025-11-02,營養補充品,133543.0,0.345,1
C1063,R111,2025-11-04,OTC,119671.0,0.422,0
C1063,R111,2026-01-12,OTC,113839.0,0.337,0
C1063,R111,2026-02-22,個人護理,93362.0,0.153,0
