customer_id,customer_name,region,rep_id,channel,tier,base_monthly_value,onboard_date,competitor_pressure,lat,lon
C1081,古太可口可樂有限公司,花東,L105,醫院,C,21397.393890537227,2026-05-07,0,23.76135342433378,121.20595021057312
C1082,台灣印無品良有限公司,新北,L108,診所,C,17907.65679919547,2023-07-23,0,25.008966280608128,121.38814764726835
C1083,明陽海運股份有限公司,新北,L108,藥局,A,175523.4267572454,2026-01-18,1,24.99278044519225,121.4774462633387
C1084,華晶國際酒店資訊有限公司,桃園,L108,藥妝通路,B,72244.05733067426,2025-08-01,0,24.88188929080545,121.3027465967946
C1085,大八電視資訊有限公司,新北,L108,診所,C,20225.12286057387,2024-03-04,0,24.994111609292606,121.41762648496628
C1086,鮮爭,花東,L111,醫院,B,26272.705202007055,2024-12-06,0,23.692202081020792,121.15226346956277
C1087,台灣士賓,台南,L102,藥局,C,23578.390130462885,2024-07-29,0,23.00156513526627,120.2437145548707
C1088,華中郵政有限公司,高雄,L101,診所,C,8359.128397889363,2026-01-11,1,22.632338860198868,120.25978963012567
C1089,愛味之有限公司,台中,L103,診所,C,3993.8085737673805,2024-07-09,1,24.151480142100084,120.56008322480128
C1090,業商週刊股份有限公司,花東,L105,診所,B,73219.09384955406,2022-07-16,1,23.627481704425954,121.07880056852676
C1091,碩華電腦有限公司,桃園,L102,診所,C,16568.6359397008,2024-04-12,0,24.995914867378854,121.28229522015066
C1092,華中航空資訊有限公司,台北,L117,藥局,C,11906.809217383743,2023-06-04,1,25.128296566428958,121.52806755328231
C1093,大八電視資訊有限公司,桃園,L102,藥妝通路,A,111744.77733815734,2024-10-15,0,24.956269937984747,121.36024430870279
C1094,邦城文化事業有限公司,台北,L117,藥妝通路,B,38662.35221261083,2025-10-13,1,25.040153551667643,121.53111304684819
C1095,一統星巴克股份有限公司,桃園,L109,藥局,C,5898.606323625484,2025-12-04,1,25.063518452132833,121.3998436398562
C1096,興復航空運輸有限公司,新北,L108,藥局,B,26653.001831864833,2022-10-21,0,25.04634600253963,121.53481837549556
C1097,聯燁鋼鐵股份有限公司,新北,L108,診所,C,21002.773111484985,2023-07-01,0,25.044006116056458,121.491451760236
C1098,天中電視有限公司,台南,L102,醫院,B,59248.98097435145,2023-04-17,0,23.007561626971604,120.16685936115856
C1099,業商週刊有限公司,桃園,L111,醫院,C,13081.764913803307,2025-11-29,0,24.987229084162646,121.31438732110438
C1100,台灣五星電子有限公司,新北,L108,診所,C,16193.297847751788,2024-07-22,1,24.925057084564596,121.47656890292782
C1101,資華粧業（生資堂）,花東,L105,藥局,A,133955.92261072167,2022-07-05,0,23.668832590476523,121.19663333656518
C1102,光新三越百貨,台南,L102,診所,C,18835.215770474017,2024-05-31,1,23.049125187912573,120.22344304123845
C1103,鮮爭資訊有限公司,花東,L105,診所,B,30044.80234824537,2023-11-02,0,23.720530556207503,121.07031121478532
C1104,冠智科技有限公司,桃園,L114,藥局,C,5845.981676082038,2025-05-02,0,25.03078211792895,121.32139252167157
C1105,邦城文化事業資訊有限公司,新北,L108,藥妝通路,B,63576.510568388774,2024-01-06,0,25.01662202166654,121.52553193648738
C1106,瑞輝大藥廠資訊有限公司,高雄,L115,診所,C,22252.367493095255,2024-01-06,0,22.67564071835455,120.34204408212153
C1107,台灣迪奧汽車有限公司,桃園,L105,藥局,B,43376.11968273156,2022-10-27,1,24.936262489955915,121.3272507349172
C1108,明陽海運有限公司,台北,L109,藥局,C,8284.97807527807,2023-11-17,0,25.040100874803294,121.59208360909172
C1109,旗花（台灣銀）行資訊有限公司,桃園,L107,診所,C,3165.154721599997,2025-02-03,1,25.080307557415594,121.29635862921074
C1110,石金堂有限公司,台南,L107,診所,B,35592.49527770004,2024-10-02,0,22.964504894895747,120.31311800939874
C1111,賓國大飯店股份有限公司,台南,L102,診所,C,17595.97165903991,2025-12-23,1,23.038894692996873,120.21039799459486
C1112,明陽海運,台中,L110,藥局,C,24987.282002932134,2024-05-20,0,24.17737339931937,120.73201981068064
C1113,湖劍山世界股份有限公司,桃園,L105,藥局,B,61974.54371728947,2023-04-26,1,24.9459240326925,121.3792139040685
C1114,平太洋崇光百貨股份有限公司,桃園,L105,藥局,C,6165.991313728282,2022-12-15,0,24.971923774499793,121.32212206830818
C1115,大八電視有限公司,新北,L108,醫院,A,132357.9991633116,2023-11-06,1,25.010993239861527,121.44816623338936
C1116,旗花（台灣銀）行股份有限公司,台北,L100,藥局,C,11678.593394652597,2023-07-06,0,25.035233670185296,121.56007221313725
C1117,台灣電信資訊有限公司,花東,L111,藥局,B,36460.86377892583,2025-12-13,0,23.674745245227168,121.2055426215945
C1118,達友光電股份有限公司,高雄,L101,診所,C,12872.049158427513,2024-11-14,1,22.715677214331375,120.1543476722876
C1119,榮長海運有限公司,高雄,L113,診所,C,15461.254317812183,2024-03-31,1,22.73540451686483,120.27669503493892
C1120,天中電視,新北,L108,醫院,C,12210.433920925636,2023-06-07,1,24.971181532501383,121.47171762571817
C1121,豐兆國際商業銀行股份有限公司,高雄,L112,藥局,B,62215.88103803007,2026-06-01,0,22.60832813772513,120.32332182452383
C1122,風微廣場股份有限公司,高雄,L101,藥妝通路,B,76454.80691134604,2025-07-28,0,22.553620007150652,120.24580801333057
C1123,鐵台,台北,L100,醫院,B,34687.606454519395,2023-01-11,0,24.99025977613524,121.51262942228045
C1124,豐兆國際商業銀行有限公司,台中,L104,診所,C,23452.665660230214,2026-01-10,0,24.039062879201175,120.5386129733229
C1125,台灣地土銀行資訊有限公司,桃園,L102,藥妝通路,C,24926.898653421376,2026-03-31,0,25.03732285404446,121.26640116246598
C1126,華晶國際酒店資訊有限公司,台北,L109,藥局,B,52425.17507819734,2022-08-04,0,25.05262059212736,121.51784845017252
C1127,海鴻精密股份有限公司,台中,L103,診所,B,72637.9533482061,2025-01-02,0,24.210392368747264,120.67767919756305
C1128,台灣酒菸,桃園,L116,藥妝通路,B,49807.55751018903,2024-08-06,0,24.950076508679523,121.26329091619179
C1129,雄遠建設事業股份有限公司,花東,L105,診所,A,99927.51588967678,2025-07-29,0,23.694826469746907,121.13747006724206
C1130,旗花（台灣銀）行股份有限公司,台中,L116,藥妝通路,C,23801.437602481943,2024-11-14,1,24.11028395864451,120.67500131896686
C1131,台北登來喜大飯店有限公司,台南,L102,藥局,C,21747.197415521998,2024-06-18,0,23.003328106887043,120.24202677801566
C1132,業商週刊有限公司,花東,L105,藥妝通路,B,39868.798350963014,2023-05-14,0,23.71325842525527,121.19512898650892
C1133,達宏國際電子資訊有限公司,台北,L117,藥妝通路,B,73298.10835605455,2026-01-08,1,25.078231304196024,121.55033384471778
C1134,輝燁企業股份有限公司,台南,L107,藥局,B,47969.06109597251,2023-04-15,1,23.023937241244138,120.26092762515015
C1135,都亞緻麗,高雄,L115,醫院,C,6594.617403287999,2023-10-14,0,22.53352693927961,120.31512620173574
C1136,邦城文化事業股份有限公司,台南,L102,藥局,B,35366.08666567657,2026-01-14,1,23.015905726051837,120.25171829492761
C1137,德汎有限公司,桃園,L117,醫院,C,12438.57466986308,2024-09-20,0,24.96199707648323,121.23905617882671
C1138,台北眾大捷運股份有限公司,台中,L116,醫院,C,3992.524405604128,2022-09-24,1,24.16885763223503,120.78837728846389
C1139,碩華電腦資訊有限公司,花東,L105,藥局,C,12790.353206787828,2026-03-04,1,23.749520003024728,121.12161880849145
C1140,台灣五星電子有限公司,台中,L104,藥妝通路,A,184076.36486014177,2022-07-28,1,24.051383725172045,120.67214215697375
C1141,德汎有限公司,花東,L111,藥局,C,18506.44310694998,2024-07-07,0,23.687920938347364,121.0392740856364
C1142,風微廣場有限公司,新北,L108,醫院,A,173584.3812646774,2024-01-03,0,25.044632749340636,121.35052691303635
C1143,心安食品服務（斯摩漢堡）,桃園,L105,診所,C,8199.92957843798,2026-03-24,0,24.964100663102073,121.26616091583527
C1144,Goagle資訊有限公司,花東,L105,藥妝通路,C,20612.839654824704,2023-12-26,1,23.77345623941378,121.22647444704326
C1145,邦富人壽保險資訊有限公司,台中,L103,診所,B,45807.04023053784,2024-04-15,0,24.231771176502033,120.68447885307168
C1146,興復航空運輸資訊有限公司,台北,L100,診所,B,34288.01728869931,2025-09-05,0,24.934872205092528,121.57961691669276
C1147,心安食品服務（斯摩漢堡）有限公司,台南,L102,診所,C,12278.853379720349,2026-02-26,0,23.086022328941553,120.21835834039672
C1148,台灣BIM有限公司,台中,L110,藥妝通路,B,51155.86452781141,2023-03-07,0,24.12398535129979,120.76163087504254
C1149,碩華電腦股份有限公司,台北,L106,藥妝通路,C,17780.79214950948,2022-08-19,0,25.060582357300902,121.62471319454792
C1150,台灣軟微股份有限公司,台南,L102,藥局,B,65986.2113529556,2025-08-21,0,22.86407511455973,120.21555437237993
C1151,合作庫金商業銀行股份有限公司,台中,L110,診所,C,9409.247978286247,2024-05-01,1,24.167496612319436,120.7202565718167
C1152,海鴻精密資訊有限公司,新北,L108,診所,B,33108.42744170722,2025-03-16,0,24.979547590840067,121.3984979203883
C1153,松黑有限公司,新北,L108,藥局,C,12861.293929753354,2023-03-09,0,25.09640880373249,121.482617396737
C1154,秀威影城有限公司,台北,L100,診所,B,42261.57246614056,2025-11-26,0,25.086736314598863,121.44555199842661
C1155,台灣鐵高資訊有限公司,台中,L116,藥局,C,22077.790085347533,2022-06-25,0,24.133652467763024,120.66229695236413
C1156,達友光電股份有限公司,新北,L108,藥局,B,25869.30554920736,2024-06-21,0,25.035463494209417,121.52168878495849
C1157,碩華電腦,台南,L107,診所,B,71631.027697301,2022-12-24,1,23.050095356307967,120.24121732332316
C1158,樂可旅遊集團有限公司,高雄,L112,藥局,C,9518.591869976672,2025-10-01,0,22.58383944883551,120.26649671904786
C1159,都亞緻麗有限公司,高雄,L113,藥局,C,20863.740433231986,2025-05-17,1,22.63569545872235,120.25240549355267
C1160,德汎資訊有限公司,花東,L111,診所,B,39552.86829403871,2024-09-18,0,23.68460385228402,121.16489052113221
C1161,星燦國際旅行社有限公司,台南,L102,藥局,B,56414.204913065754,2026-04-08,0,22.99051844742763,120.2600121497616
C1162,台灣台油有限公司,高雄,L101,診所,C,7300.9082027249215,2024-10-20,0,22.54270181781497,120.29096973799433
C1163,隆豐大飯店（北台君悅）有限公司,高雄,L114,藥妝通路,B,75784.08322491968,2023-07-18,1,22.695261389231177,120.37727238856029
C1164,華中航空股份有限公司,台北,L100,診所,B,68783.3246194229,2023-04-04,0,25.01785755250093,121.56284528273733
C1165,碁宏股份有限公司,新北,L108,藥妝通路,B,71566.9077779534,2026-04-13,0,25.01969344839967,121.50851128644256
C1166,業商週刊,台北,L100,藥妝通路,C,4111.7917503012695,2022-12-31,0,24.98315380710368,121.57415629764868
C1167,一統超商,新北,L108,診所,C,12706.900466572279,2022-12-18,0,24.928633085936905,121.49298292010262
C1168,風微廣場有限公司,新北,L108,診所,A,108600.62352344721,2024-02-14,0,24.97525168633126,121.43240383824173
C1169,德汎,高雄,L114,藥局,C,20495.109688819608,2022-08-19,1,22.635017295549478,120.44461710797444
C1170,月日光半導體有限公司,新北,L108,診所,C,5063.772128169949,2024-10-17,1,25.03381735204365,121.42087917384092
C1171,星燦國際旅行社,台南,L102,藥妝通路,C,10410.84396433191,2024-01-11,0,22.956139094137942,120.21016397318972
C1172,華中航空,台中,L103,藥局,C,10662.069436152036,2023-01-04,0,24.139216269871373,120.72598339600556
C1173,台灣五星電子資訊有限公司,花東,L105,藥局,B,66033.73884276507,2025-07-27,0,23.669853910108515,121.28687639300159
C1174,華聯電子資訊有限公司,高雄,L112,醫院,C,19367.8838992898,2024-04-28,0,22.600093702097887,120.31698847140834
C1175,古太可口可樂股份有限公司,桃園,L103,藥妝通路,C,6102.6005989003215,2022-08-02,1,24.95857917859163,121.26929443213307
C1176,衣優庫（Nuiqlo）,高雄,L101,診所,A,94413.27561216612,2026-02-16,0,22.57086818706993,120.26964366159801
C1177,心安食品服務（斯摩漢堡）有限公司,台北,L117,藥局,C,18680.493262748594,2024-08-27,0,24.950899942146933,121.55402666930765
C1178,都亞緻麗,桃園,L114,診所,B,71313.85834747319,2023-09-19,1,24.95898021771735,121.31982914120643
C1179,平太洋崇光百貨,新北,L108,診所,C,15514.343718455018,2025-04-11,0,25.119496637240722,121.59885865223396
C1180,台北登來喜大飯店,桃園,L102,診所,C,4629.552160251539,2024-08-28,0,24.920596894896818,121.35152761754826
C1181,塑台石化,台南,L102,藥局,B,55018.90571567049,2024-07-22,0,23.066870040848176,120.24481495224417
C1182,神漢名店百貨有限公司,台中,L116,藥局,C,14345.123647483386,2024-07-09,1,24.188965667895992,120.74637302150339
C1183,台灣迪奧汽車資訊有限公司,台中,L116,藥局,B,30235.314608533576,2024-09-18,1,24.03657028867593,120.65405811339556
C1184,湖劍山世界股份有限公司,花東,L105,診所,C,10177.243967609249,2023-11-22,0,23.70334124229527,121.0291450444463
C1185,台灣力電有限公司,台中,L103,藥局,C,7926.804643067081,2025-04-15,0,24.157910616591515,120.64587237548965
C1186,大八電視,花東,L111,藥妝通路,C,23524.536085977114,2025-08-13,0,23.645021454357952,121.18482766362007
C1187,資華粧業（生資堂）股份有限公司,花東,L111,藥妝通路,C,8920.871015901726,2025-02-25,0,23.73251969802891,121.14967777377987
C1188,華晶國際酒店股份有限公司,台中,L110,診所,C,5798.971161620216,2025-09-04,1,24.069082195014072,120.55133628953591
C1189,立三電視,台南,L102,藥局,A,117963.37488040581,2025-05-02,0,23.028207684040883,120.18548397822953
C1190,湖劍山世界股份有限公司,高雄,L115,藥局,B,49457.84154059101,2026-02-19,1,22.644693128555105,120.31083397060617
C1191,賓國大飯店有限公司,台北,L109,藥妝通路,C,17519.697373216513,2023-07-25,0,24.96913163523243,121.45569628131351
C1192,全味食品工業股份有限公司,新北,L108,診所,B,37342.87409710775,2025-01-11,0,25.022986845839004,121.34232641695172
C1193,榮長航空,台中,L110,藥局,C,5261.549315184488,2024-07-18,0,24.018338617447,120.65761518795549
C1194,遠西百貨,花東,L105,藥局,B,70342.8548475921,2025-08-17,1,23.68999843631009,121.1815463011079
C1195,台灣人銀行資訊有限公司,台中,L116,醫院,C,24355.623546316685,2024-04-01,0,23.972670407158176,120.7450183422106
C1196,松黑,花東,L111,診所,C,4650.380761733932,2023-07-18,1,23.76553946605772,121.14109387405746
C1197,遠西百貨,台中,L104,藥妝通路,C,7830.7510284460095,2024-08-03,1,24.225310598107562,120.5925940529124
C1198,旗花（台灣銀）行,花東,L111,診所,C,23386.750737788203,2025-05-27,0,23.56697802747571,121.12161941174911
C1199,台灣來自水資訊有限公司,台中,L103,藥局,B,51141.808983598225,2025-04-18,0,24.108462211981784,120.68651815779648
C1200,麥當當,桃園,L115,診所,C,22472.045740989615,2024-06-28,0,24.97943219449332,121.25693673455652
C1201,聯燁鋼鐵有限公司,台北,L100,診所,A,132929.2915540741,2025-04-26,0,25.134795200978253,121.48497862751873
C1202,碁宏股份有限公司,桃園,L111,診所,A,109795.30974623513,2023-03-24,0,24.9784762310758,121.25384140352412
C1203,麥當當股份有限公司,新北,L108,藥局,B,30515.806917238762,2022-09-14,0,25.07481022956372,121.46807205822485
C1204,台灣軟微資訊有限公司,台北,L117,藥局,C,3931.6145079715056,2024-08-31,0,25.0481112649177,121.48111250714338
C1205,一統超商有限公司,新北,L108,藥妝通路,A,134300.9517829261,2024-07-12,1,25.05642784210197,121.4621882330625
C1206,品誠,高雄,L115,診所,C,23462.32142350273,2024-06-09,1,22.635095791249967,120.29721207285428
C1207,石金堂有限公司,高雄,L115,診所,B,46443.9207879935,2022-07-27,0,22.666869052855116,120.27758516952574
C1208,台灣來自水,桃園,L107,診所,C,8796.459420164989,2025-01-07,0,25.108586692604124,121.25519364096137
C1209,天中電視股份有限公司,台南,L102,藥妝通路,C,10538.306512740093,2026-04-07,0,23.069236974942616,120.39844630538839
C1210,月日光半導體股份有限公司,台南,L107,診所,C,18627.902224502242,2023-08-10,1,23.10304159651974,120.24337175108155
C1211,石金堂,台北,L109,藥局,B,25776.860341225318,2025-05-18,0,24.948585150063888,121.44673505625796
C1212,台日積體電路資訊有限公司,桃園,L104,醫院,B,45824.15100889852,2025-01-30,0,25.01803583362413,121.32422352376375
C1213,台灣迪奧汽車股份有限公司,新北,L108,藥局,C,14700.124827114552,2025-03-07,1,25.028606238388573,121.50056424036613
C1214,天中電視資訊有限公司,新北,L108,藥妝通路,B,69351.93008377333,2022-10-03,0,25.109509571360874,121.47819952384273
C1215,鮮爭有限公司,台北,L100,藥局,A,172422.43393330195,2023-01-16,0,25.0456831885029,121.58882729592322
C1216,品誠,高雄,L101,診所,B,48380.644759576855,2025-05-09,1,22.67365238845497,120.3347087409167
C1217,全味食品工業股份有限公司,高雄,L113,診所,B,33349.09531933572,2024-03-10,0,22.691407724034658,120.30728011484597
C1218,發聯科技資訊有限公司,台南,L107,藥局,C,14582.121993970302,2025-10-01,1,23.075246890960084,120.22130208136444
C1219,古太可口可樂股份有限公司,新北,L108,診所,C,16152.83273053648,2023-03-16,0,25.024541748539388,121.4589894795337
C1220,碩華電腦股份有限公司,花東,L105,診所,C,10111.849456032302,2024-02-07,0,23.65316834437426,121.11310768131283
C1221,業商週刊有限公司,台南,L107,藥妝通路,B,51530.68025460129,2026-01-27,0,22.897146433765393,120.18269740514738
C1222,雄遠建設事業有限公司,台北,L106,診所,B,35452.48687777782,2025-06-03,0,25.063463707098297,121.6015804112056
C1223,品王餐飲資訊有限公司,桃園,L102,診所,C,19467.3182716481,2022-12-19,0,24.965494458126035,121.42165556674404
C1224,創群光電（奇原美電子）有限公司,台南,L107,診所,A,124265.40568849648,2025-08-23,0,23.00054432497241,120.21409105005374
C1225,明陽海運資訊有限公司,台中,L103,藥局,C,24256.457758099878,2024-05-12,1,24.173959340412058,120.71025069498465
